,Away,Home,local,early_rho,late_rho
0,Milwaukee,Cincinnati,12:40,1.127,1.117
1,Boston,Detroit,06:40,1.141,1.157
2,Atlanta,Philadelphia,06:40,1.197,1.201
3,Milwaukee,Cincinnati,06:40,1.13,1.148
4,Chi. Cubs,Washington,06:45,1.186,1.193
5,San Diego,Tampa Bay,06:50,1.159,1.169
6,St. Louis,N.Y. Yankees,07:05,1.204,1.206
7,Pittsburgh,Cleveland,07:10,1.147,1.151
8,Oakland,Texas,07:05,1.127,1.133
9,Kansas City,Houston,07:10,1.167,1.173
10,N.Y. Mets,Chi. White Sox,07:10,1.156,1.161
11,Toronto,Minnesota,07:10,1.155,1.167
12,Baltimore,Colorado,06:40,0.96,0.975
13,Seattle,L.A. Angels,06:38,1.182,1.189
14,L.A. Dodgers,Arizona,06:40,1.086,1.096
15,Miami,San Francisco,07:15,1.215,1.22
